Error category,Source sentence,Target sentence,Reference
L; U; W,"For centuries, traditional writing was composed in the classical style, or wenyanwen, which had a different syntactical structure from spoken speech and held strong references to ancient tropes and stories, making it illegible for those without formal training.","几个世纪以来，传统文字都是以文言文书写的，文言文的句法结构与口头语言不同，并且强烈引用古老的比喻和故事，这使得未经正规训练的人难以辨认。","几个世纪以来，传统「文字」都是以【…】文言文书写的，「文言文的」句法结构与口头语言不同，并且强烈引用古老的比喻和故事，这使得未经正规训练的人难以辨认。"
L; U,"For centuries, literary writing was composed in the classical tongue, or wenyanwen, which had a different syntactical structure from spoken speech and held strong references to ancient tropes and stories, making it illegible for those without formal training.","几个世纪以来，文学作品都是用文言文创作的，文言文的句法结构与口头语言不同，并且强烈引用古代比喻和故事，这使得未经正规训练的人难以辨认。",""
L; U,"For centuries, literary writing was composed in the classical vernacular, or wenyanwen, which had a different syntactical structure from spoken speech and held strong references to ancient tropes and stories, making it illegible for those without formal training.","几个世纪以来，文学作品都是用文言文创作的，文言文的句法结构与口头语言不同，并且强烈引用古老的比喻和故事，这使得没有受过正规训练的人难以辨认。",""
L; U,"For centuries, literary writing was composed in the classical script, or wenyanwen, which had a different syntactical structure from spoken speech and held strong references to ancient tropes and stories, making it illegible for those without formal training.","几个世纪以来，文学作品都是用文言文创作的，文言文的句法结构与口头语言不同，并且强烈引用古代比喻和故事，这使得未经正规训练的人难以辨认。",""
L,"For centuries, literary writing was composed in the classical style, or wenyanwen, which had a different syntactical structure from spoken speech and held many references to ancient tropes and stories, making it illegible for those without formal training.","几个世纪以来，文学作品都是以古典文体或文言文创作的，文言文的句法结构与口头语言不同，并且引用了许多古老的比喻和故事，这使得未经正规训练的人难以辨认。","几个世纪以来，文学作品都是以古典文体或文言文创作的，「文言文的」句法结构与口头语言不同，并且引用了许多古老的比喻和故事，这使得未经正规训练的人难以辨认。"
L,"For centuries, literary writing was composed in the classical style, or wenyanwen, which had a different syntactical structure from spoken speech and held frequent references to ancient tropes and stories, making it illegible for those without formal training.","几个世纪以来，文学作品都是以古典文体或文言文创作的，文言文的句法结构与口头语言不同，并且经常引用古老的比喻和故事，这使得未经正规训练的人难以辨认。",""
L,"For centuries, literary writing was composed in the classical style, or wenyanwen, which had a different syntactical structure from spoken speech and held strong references to ancient tropes and stories, making it illegible for those without literary training.","几个世纪以来，文学作品都是以古典文体或文言文创作的，文言文的句法结构与口头语言不同，并且强烈引用古代比喻和故事，这使得没有文学训练的人难以辨认。",""
W,"Tourism players are counting on the holiday to make up for the loss caused by the pandemic and have developed favorable policies to boost consumption.","旅游业者指望假期来弥补大流行造成的损失，并制定了促进消费的优惠政策。","旅游业者指望假期来弥补「大流行【病】」造成的损失，并制定了促进消费的优惠政策。"
W,"Tourism players are counting on the government to make up for the loss caused by the pandemic and have developed favorable policies to boost consumption.","旅游业者指望政府弥补大流行造成的损失，并制定了促进消费的优惠政策。",""
W,"Tourism players are counting on the industry to make up for the loss caused by the pandemic and have developed favorable policies to boost consumption.","旅游业者指望该行业弥补大流行造成的损失，并制定了促进消费的优惠政策。",""
W,"Tourism players are counting on the country to make up for the loss caused by the pandemic and have developed favorable policies to boost consumption.","旅游业者指望国家弥补大流行造成的损失，并制定了促进消费的优惠政策。",""
W,"Tourism players are counting on the increase to make up for the loss caused by the pandemic and have developed favorable policies to boost consumption.","旅游业者指望增加的价格来弥补大流行造成的损失，并制定了促进消费的优惠政策。",""
W,"Tourism players are counting on the holiday to make up for the loss caused by the pandemic and have developed new policies to boost consumption.","旅游业者指望假期来弥补大流行造成的损失，并制定了刺激消费的新政策。",""
W,"Tourism players are counting on the holiday to make up for the loss caused by the pandemic and have developed various policies to boost consumption.","旅游业者指望假期来弥补大流行造成的损失，并制定了各种刺激消费的政策。",""
W,"Tourism players are counting on the holiday to make up for the loss caused by the pandemic and have developed several policies to boost consumption.","旅游业者指望假期来弥补大流行造成的损失，并制定了多项刺激消费的政策。",""
W,"Tourism players are counting on the holiday to make up for the loss caused by the pandemic and have developed many policies to boost consumption.","旅游业者指望假期来弥补大流行造成的损失，并制定了许多刺激消费的政策。",""
W,"Tourism players are counting on the holiday to make up for the loss caused by the pandemic and have developed favorable incentives to boost consumption.","旅游业者指望假期来弥补大流行造成的损失，并制定了有利的激励措施来刺激消费。",""
W,"Tourism players are counting on the holiday to make up for the loss caused by the pandemic and have developed favorable regulations to boost consumption.","旅游业者指望假期来弥补大流行造成的损失，并制定了有利的规定来刺激消费。",""
W,"Tourism players are counting on the holiday to make up for the loss caused by the pandemic and have developed favorable policies to boost growth.","旅游业者指望假期来弥补大流行造成的损失，并制定了有利的政策来促进增长。",""
W,"Tourism players are counting on the holiday to make up for the loss caused by the pandemic and have developed favorable policies to boost business.","旅游业者指望假期来弥补大流行造成的损失，并制定了有利的政策来促进业务发展。",""
W,"Tourism players are counting on the holiday to make up for the loss caused by the pandemic and have developed favorable policies to boost revenue.","旅游业者指望假期来弥补大流行造成的损失，并制定了有利的政策来增加收入。",""
U,"Before the COVID-19 air travel restrictions were lifted, we have had lots of positive feedbacks from Chinese tourists who said they like Puangmanee durian.","在取消 COVID-19 航空旅行限制之前，我们收到了很多来自中国游客的积极反馈，他们说他们喜欢 Puangmanee 榴莲。","在取消「 COVID-19 」航空旅行限制之前，我们收到了很多来自中国游客的积极反馈，他们说他们喜欢 「Puangmanee 」榴莲。"
U,"Before the COVID-19 air space restrictions were lifted, we have had lots of positive feedbacks from Chinese tourists who said they like Puangmanee durian.","在取消 COVID-19 空域限制之前，我们从中国游客那里得到了很多积极的反馈，他们说他们喜欢 Puangmanee 榴莲。",""
U,"Before the COVID-19 air travel restrictions were lifted, we have had lots of positive feedbacks from Indonesian tourists who said they like Puangmanee durian.","在取消 COVID-19 航空旅行限制之前，我们从印度尼西亚游客那里收到了很多积极的反馈，他们说他们喜欢 Puangmanee 榴莲。",""
U,"Before the COVID-19 air travel restrictions were lifted, we have had lots of positive feedbacks from Chinese people who said they like Puangmanee durian.","在取消 COVID-19 航空旅行限制之前，我们收到了很多中国人的积极反馈，他们说他们喜欢 Puangmanee 榴莲。",""
U,"Before the COVID-19 air travel restrictions were lifted, we have had lots of positive feedbacks from Chinese residents who said they like Puangmanee durian.","在取消 COVID-19 航空旅行限制之前，我们收到了许多中国居民的积极反馈，他们说他们喜欢 Puangmanee 榴莲。",""
W,"It is difficult to get each piece of rice or fish slightly toasted and mixed evenly with the rest of the rice without burning it.","很难让每块米饭或鱼肉稍微烤一下，然后在不燃烧的情况下与其余的米饭均匀混合。","很难让每块米饭或鱼肉稍微烤一下，然后在不「燃烧【烧焦】」的情况下与其余的米饭均匀混合。"
L,"It is important to get each piece of rice or fish slightly toasted and mixed evenly with the rest of the rice without burning it.","重要的是将每块米饭或鱼肉稍微烤一下，然后与其余的米饭均匀混合，不要烧焦。","重要的是将每块米饭或鱼肉稍微烤一下，然后【在不烧焦的情况下】与其余的米饭均匀混合，「不要烧焦」。"
L,"It is common to get each piece of rice or fish slightly toasted and mixed evenly with the rest of the rice without burning it.","通常将每块米饭或鱼肉稍微烘烤一下，然后与其余的米饭均匀混合，不要烧焦。",""
L,"It is possible to get each piece of rice or fish slightly toasted and mixed evenly with the rest of the rice without burning it.","可以将每块米饭或鱼肉稍微烘烤一下，然后与其余的米饭均匀混合，而不会将其烧焦。",""
L,"It is good to get each piece of rice or fish slightly toasted and mixed evenly with the rest of the rice without burning it.","最好将每块米饭或鱼肉稍微烤一下，然后与其余的米饭均匀混合，不要烧焦。",""
L,"It is essential to get each piece of rice or fish slightly toasted and mixed evenly with the rest of the rice without burning it.","必须将每块米饭或鱼肉稍微烤一下，然后与其余的米饭均匀混合，不要烧焦。",""
L,"It is necessary to get each piece of rice or fish slightly toasted and mixed evenly with the rest of the rice without burning it.","有必要将每块米饭或鱼肉稍微烤一下，然后与其余的米饭均匀混合，不要烧焦。",""
L,"It is easy to get each piece of rice or fish slightly toasted and mixed evenly with the rest of the rice without burning it.","很容易将每块米饭或鱼肉稍微烤一下，然后与其余的米饭均匀混合，而不会烧焦。",""
L,"It is customary to get each piece of rice or fish slightly toasted and mixed evenly with the rest of the rice without burning it.","通常将每块米饭或鱼肉稍微烤一下，然后与其余的米饭均匀混合，不要烧焦。",""
W,"It is difficult to get each piece of rice or fish directly toasted and mixed evenly with the rest of the rice without burning it.","很难将每片米饭或鱼肉直接烘烤并与其余的米饭均匀混合而不燃烧。",""
W,"It is difficult to get each piece of rice or fish slightly toasted and mixed together with the rest of the rice without burning it.","很难将每块米饭或鱼肉略微烘烤并与其余的米饭混合在一起而不燃烧。",""
W,"It is difficult to get each piece of rice or fish slightly toasted and mixed evenly with the remainder of the rice without burning it.","很难让每一块米饭或鱼肉稍微烤一下，然后在不燃烧的情况下与剩下的米饭均匀混合。",""
W,"It is difficult to get each piece of rice or fish slightly toasted and mixed evenly with the remainder of the rice without burning it.","很难让每一块米饭或鱼肉稍微烤一下，然后在不燃烧的情况下与剩下的米饭均匀混合。",""
W,"With its mostly empty streets, and history, and architecture and stunning seaside location, remote Cossack is an offbeat but rewarding tourist destination.","凭借其几乎空无一人的街道、历史、建筑和令人惊叹的海滨位置，偏远的哥萨克是一个另类但有益的旅游目的地。","凭借其「几乎【大多/大部分】」空无一人的街道、历史、建筑和令人惊叹的海滨位置，偏远的哥萨克是一个另类但有益的旅游目的地。"
U,"With its largely empty streets, and history, and architecture and stunning seaside location, remote Cossack is an offbeat but rewarding tourist destination.","偏远的哥萨克拥有空荡荡的街道、历史、建筑和令人惊叹的海滨位置，是一个另类但有益的旅游目的地。","偏远的哥萨克拥有【…】空荡荡的街道、历史、建筑和令人惊叹的海滨位置，是一个另类但有益的旅游目的地。"
W,"With its mostly residential streets, and history, and architecture and stunning seaside location, remote Cossack is an offbeat but rewarding tourist destination.","凭借其主要的住宅街道、历史、建筑和迷人的海滨位置，偏远的哥萨克是一个另类但有益的旅游目的地。",""
W,"With its mostly pedestrian streets, and history, and architecture and stunning seaside location, remote Cossack is an offbeat but rewarding tourist destination.","凭借其主要的步行街、历史、建筑和迷人的海滨位置，偏远的哥萨克是一个另类但有益的旅游目的地。",""
W,"With its mostly empty streets, and history, and picturesque and stunning seaside location, remote Cossack is an offbeat but rewarding tourist destination.","偏远的哥萨克拥有几乎空无一人的街道、悠久的历史、风景如画且令人惊叹的海滨位置，是一个另类但有益的旅游目的地。",""
W,"With its mostly empty streets, and history, and remote and stunning seaside location, remote Cossack is an offbeat but rewarding tourist destination.","凭借其几乎空无一人的街道、悠久的历史以及偏远而迷人的海滨位置，偏远的哥萨克是一个另类但有益的旅游目的地。",""
W,"With its mostly empty streets, and history, and calm and stunning seaside location, remote Cossack is an offbeat but rewarding tourist destination.","偏远的哥萨克拥有几乎空无一人的街道、悠久的历史以及宁静迷人的海滨位置，是一个另类但有益的旅游目的地。",""
W,"With its mostly empty streets, and history, and architecture and stunning seaside location, remote Cossack is an offbeat but rewarding holiday destination.","凭借其几乎空无一人的街道、历史、建筑和迷人的海滨位置，偏远的哥萨克是一个另类但有益的度假胜地。",""
W,"With its mostly empty streets, and history, and architecture and stunning seaside location, remote Cossack is an offbeat but rewarding tourist attraction.","凭借其几乎空无一人的街道、历史、建筑和迷人的海滨位置，偏远的哥萨克是一个另类但有益的旅游胜地。",""
W,"With its mostly empty streets, and history, and architecture and stunning seaside location, remote Cossack is an offbeat but rewarding tourist spot.","凭借其几乎空无一人的街道、历史、建筑和迷人的海滨位置，偏远的哥萨克是一个另类但有益的旅游胜地。",""
L; U,"Deserts, camel rides, danxia landforms and historical sites along the silk road are among the biggest draws for northwestern China, the agency said.","该机构表示，沙漠、骑骆驼、丹霞地貌和丝绸之路沿线的历史遗迹是中国西北部最大的吸引力。","该机构表示，【丝绸之路沿线的】沙漠、骑骆驼、丹霞地貌和「丝绸之路沿线的」历史遗迹是中国西北部最大的吸引力【之一】。"
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the lucrative Chinese market for this new variety of the pungent fruit.","北大年府于周四推出了 Puangmanee 榴莲季，其活动旨在吸引利润丰厚的中国市场购买这种辛辣水果的新品种。","北大年府于周四推出了 「Puangmanee 」榴莲季，其活动旨在吸引利润丰厚的中国市场购买这种辛辣水果的新品种。"
U,"Pattani launched its Puangmanee durian festival on Thursday, with events designed to lure the lucrative Chinese market for this new variety of the pungent fruit.","北大年周四推出了 Puangmanee 榴莲节，活动旨在吸引利润丰厚的中国市场购买这种辛辣水果的新品种。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with activities designed to lure the lucrative Chinese market for this new variety of the pungent fruit.","北大年周四推出了 Puangmanee 榴莲季，其活动旨在吸引利润丰厚的中国市场购买这种辛辣水果的新品种。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the local Chinese market for this new variety of the pungent fruit.","北大年府于周四推出了 Puangmanee 榴莲季，其活动旨在吸引中国当地市场购买这种辛辣水果的新品种。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the overseas Chinese market for this new variety of the pungent fruit.","北大年周四推出了 Puangmanee 榴莲季，活动旨在吸引海外华人市场购买这种辛辣水果的新品种。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the domestic Chinese market for this new variety of the pungent fruit.","北大年府于周四推出了 Puangmanee 榴莲季，其活动旨在吸引中国国内市场购买这种辛辣水果的新品种。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the global Chinese market for this new variety of the pungent fruit.","北大年府周四推出了 Puangmanee 榴莲季，活动旨在吸引全球中国市场购买这种辛辣水果的新品种。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the lucrative international market for this new variety of the pungent fruit.","北大年府于周四推出了 Puangmanee 榴莲季，其活动旨在为这种辛辣水果新品种吸引利润丰厚的国际市场。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the lucrative global market for this new variety of the pungent fruit.","北大年周四推出了 Puangmanee 榴莲季，活动旨在吸引利润丰厚的全球市场购买这种辛辣水果新品种。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the lucrative overseas market for this new variety of the pungent fruit.","北大年府周四推出了 Puangmanee 榴莲季，活动旨在为这种辛辣水果新品种吸引利润丰厚的海外市场。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the lucrative Chinese market for this popular variety of the pungent fruit.","北大年府周四推出了 Puangmanee 榴莲季，活动旨在吸引利润丰厚的中国市场购买这种受欢迎的辛辣水果。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the lucrative Chinese market for this new crop of the pungent fruit.","北大年府于周四推出了 Puangmanee 榴莲季，其活动旨在吸引利润丰厚的中国市场购买这种新的辛辣水果。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the lucrative Chinese market for this new variant of the pungent fruit.","北大年周四推出了 Puangmanee 榴莲季，活动旨在吸引利润丰厚的中国市场购买这种辛辣水果的新变种。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the lucrative Chinese market for this new flavor of the pungent fruit.","北大年周四推出了 Puangmanee 榴莲季，活动旨在吸引利润丰厚的中国市场购买这种辛辣水果的新口味。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the lucrative Chinese market for this new variety of the pungent meat.","北大年周四推出了 Puangmanee 榴莲季，活动旨在吸引利润丰厚的中国市场购买这种新品种的榴莲。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the lucrative Chinese market for this new variety of the pungent dessert.","北大年周四推出了 Puangmanee 榴莲季，活动旨在吸引利润丰厚的中国市场购买这种新品种的辛辣甜点。",""
U,"Pattani launched its Puangmanee durian season on Thursday, with events designed to lure the lucrative Chinese market for this new variety of the pungent beverage.","北大年周四推出了 Puangmanee 榴莲季，活动旨在吸引利润丰厚的中国市场购买这种新品种的刺激性饮料。",""
W,"The region boasts abundant tourism resources and attractive destinations, along with a dynamic economy, and growth, and a strong demand for business travel.","该地区拥有丰富的旅游资源和具有吸引力的目的地，以及充满活力的经济和增长，以及对商务旅行的强劲需求。","该地区拥有丰富的旅游资源和具有吸引力的目的地，以及充满活力的经济和增长，以及对商务旅行的「强劲【强烈】」需求。"
W,"The region boasts abundant tourism resources and recreational destinations, along with a dynamic economy, and growth, and a strong demand for business travel.","该地区拥有丰富的旅游资源和休闲目的地，以及充满活力的经济和增长，以及对商务旅行的强劲需求。",""
W,"The region boasts abundant tourism resources and natural destinations, along with a dynamic economy, and growth, and a strong demand for business travel.","该地区拥有丰富的旅游资源和自然目的地，以及充满活力的经济和增长，以及对商务旅行的强劲需求。",""
L,"The region boasts abundant tourism resources and attractive destinations, along with a stable economy, and growth, and a strong demand for business travel.","该地区拥有丰富的旅游资源和具有吸引力的目的地，经济稳定增长，商务旅行需求旺盛。","该地区拥有丰富的旅游资源和具有吸引力的目的地，「经济稳定增长」，商务旅行需求旺盛。"
W,"The region boasts abundant tourism resources and attractive destinations, along with a dynamic development, and growth, and a strong demand for business travel.","该地区拥有丰富的旅游资源和吸引人的目的地，以及充满活力的发展和增长，以及对商务旅行的强劲需求。",""
L,"The region boasts abundant tourism resources and attractive destinations, along with a dynamic economy, and tourism, and a strong demand for business travel.","该地区拥有丰富的旅游资源和吸引人的目的地，经济和旅游业充满活力，商务旅行需求旺盛。",""
L,"The region boasts abundant tourism resources and attractive destinations, along with a dynamic economy, and society, and a strong demand for business travel.","该地区拥有丰富的旅游资源和吸引人的目的地，经济和社会充满活力，商务旅行需求旺盛。",""
W,"On some level, the tale stokes a primal fear, with the narrator a version of a universal bogey man that seems to haunt us.","在某种程度上，这个故事引发了一种原始的恐惧，叙述者是一个似乎困扰着我们的普遍妖怪的版本。","在某种程度上，这个故事引发了一种原始的恐惧，叙述者是一个似乎困扰着我们的【一种】普遍妖怪「的版本」。"
U,"On some level, the tale stokes a primal fear, with the killer a version of a universal bogey man that seems to haunt us.","在某种程度上，这个故事引发了一种原始的恐惧，凶手是一个似乎困扰着我们的普遍的妖怪。",""
U,"On some level, the tale stokes a primal fear, with the narrator a sort of a universal bogey man that seems to haunt us.","在某种程度上，这个故事引发了一种原始的恐惧，叙述者是一个似乎困扰着我们的普遍的妖怪。",""
U,"On some level, the tale stokes a primal fear, with the narrator a version of a mythical bogey man that seems to haunt us.","在某种程度上，这个故事引发了一种原始的恐惧，叙述者是一个似乎困扰着我们的神话中的妖怪。",""
N,"The ancestral sauce of the tucupi is making its way onto the menus of some of South America’s best restaurants, bringing a new sense of pride to an age-old tradition.","tucupi 的祖传酱汁正在出现在南美洲一些最好的餐厅的菜单上，为古老的传统带来新的自豪感。","「tucupi」 的祖传酱汁正在出现在南美洲一些最好的餐厅的菜单上，为古老的传统带来新的自豪感。"
N,"The ancestral sauce of the tucupi is making its way onto the menus of some of South America’s best restaurants, bringing a certain sense of pride to an age-old tradition.","祖传的 tucupi 酱汁正在出现在南美洲一些最好的餐厅的菜单上，为这个古老的传统带来了某种自豪感。",""
L; W,"He points out everything done right in the first egg fried rice video, a video that has gathered more than 17 million views so far.","他在第一个鸡蛋炒饭视频中指出一切都做对了，该视频迄今已收集了超过 1700 万次观看。","他在第一个鸡蛋炒饭视频中指出「一切都做对了【所有做对的地方】」，该视频迄今已「收集【获得】」了超过 1700 万次观看。"
L,"He points out everything done perfectly in the first egg fried rice video, a video that has gathered more than 17 million views so far.","他在第一个鸡蛋炒饭视频中指出一切都做得很完美，该视频迄今已获得超过 1700 万次观看。","他在第一个鸡蛋炒饭视频中指出「一切都做得很完美」，该视频迄今已获得超过 1700 万次观看。"
W,"He points out everything done wrong in the famous egg fried rice video, a video that has gathered more than 17 million views so far.","他指出著名的蛋炒饭视频中的所有错误，该视频迄今已收集了超过 1700 万次观看。","他指出著名的蛋炒饭视频中的所有错误，该视频迄今已「收集【获得】」了超过 1700 万次观看。"
W,"He points out everything done wrong in the entire egg fried rice video, a video that has gathered more than 17 million views so far.","他指出了整个蛋炒饭视频中的所有错误，该视频迄今已收集了超过 1700 万次观看。",""
W,"He points out everything done wrong in the first generation fried rice video, a video that has gathered more than 17 million views so far.","他指出了第一代炒饭视频中所有错误的地方，该视频迄今已收集了超过 1700 万次观看。",""
W,"He points out everything done wrong in the first egg fried rice episode, a video that has gathered more than 17 million views so far.","他指出了第一集鸡蛋炒饭中所有错误的地方，该视频迄今已收集了超过 1700 万次观看。",""
W,"He points out everything done wrong in the first egg fried rice dish, a video that has gathered more than 17 million views so far.","他指出了第一个鸡蛋炒饭的所有错误，该视频迄今已收集了超过 1700 万次观看。",""
W,"He points out everything done wrong in the first egg fried rice scene, a video that has gathered more than 17 million views so far.","他指出了第一个鸡蛋炒饭场景中所有错误的地方，该视频迄今已收集了超过 1700 万次观看。",""
W,"He points out everything done wrong in the first egg fried rice game, a video that has gathered more than 17 million views so far.","他指出了第一个鸡蛋炒饭游戏中所有错误的地方，该视频迄今已收集了超过 1700 万次观看。",""
L,"To reach the heart of Rovaniemi, Finland, step away from the city center and into the quiet of the forest, where they rule.","要到达芬兰罗瓦涅米的中心地带，请远离市中心，进入他们统治的宁静森林。","要到达芬兰罗瓦涅米的中心地带，请远离市中心，进入他们统治的「宁静森林【森林的宁静中】」。"
L,"To reach the heart of Rovaniemi, Finland, step away from the city life and into the quiet of the forest, where they rule.","要到达芬兰罗瓦涅米的中心地带，请远离城市生活，进入他们统治的宁静森林。",""
O,"He and his family usually spend a day or two near the lake, which offers refreshing experiences with the fresh air and sunshine, he said.","他和他的家人通常会在湖边呆上一两天，他说，湖边呼吸着新鲜的空气和阳光，给人耳目一新的感觉。","他和他的家人通常会在湖边呆上一两天，他说，「湖边呼吸【有】」着新鲜的空气和阳光，给人耳目一新的感觉。"
U,"He and his family usually spend a day or two near the lake, which offers refreshing experiences with the nice water and sunshine, he said.","他和他的家人通常会在湖边呆上一两天，他说，湖水和阳光为人们带来耳目一新的体验。","他和他的家人通常会在湖边呆上一两天，他说，【清澈的】湖水和阳光为人们带来耳目一新的体验。"
O,"He and his family usually spend a day or two near the lake, which offers refreshing experiences with the nice heat and sunshine, he said.","他和他的家人通常会在湖边呆上一两天，他说，湖边温暖宜人，阳光明媚，给人耳目一新的感觉。","他和他的家人通常会在湖边呆上一两天，他说，「湖边」温暖宜人，阳光明媚，给人耳目一新的感觉。"
U,"In it, he wrote about run-ins with burglars who left easter eggs as their calling card, or a mad horse that was stealing local cars.","在其中，他写了与将复活节彩蛋作为名片的窃贼发生冲突，或者是一匹偷当地汽车的疯马。","在其中，他写了与将复活节彩蛋作为名片的窃贼发生冲突，或者是一匹【正在】偷当地汽车的疯马。"
U,"In it, he wrote about run-ins with burglars who left easter eggs as their calling card, or a stolen company that was stealing local cars.","在其中，他写了与将复活节彩蛋作为名片的窃贼发生冲突，或者一家偷窃当地汽车的被盗公司。","在其中，他写了与将复活节彩蛋作为名片的窃贼发生冲突，或者一家【正在】偷窃当地汽车的被盗公司。"
U,"In it, he wrote about run-ins with burglars who left easter eggs as their calling card, or a stolen horse that was stealing several cars.","在其中，他写了与窃贼发生冲突，这些窃贼留下了复活节彩蛋作为他们的名片，或者一匹偷来的马偷了几辆车。","在其中，他写了与窃贼发生冲突，这些窃贼留下了复活节彩蛋作为他们的名片，或者一匹偷来的马【正】偷了几辆车。"
W,"That is, despite the oceans involved, an Irish accent often shares more similar features to an American one than it does to the English.","也就是说，尽管涉及海洋，但爱尔兰口音与美国口音的相似之处往往多于与英国口音的相似之处。","也就是说，尽管涉及海洋，但爱尔兰口音与美国口音的相似「之处【特征】」往往多于与英国口音的相似之处。"
W,"That is, despite the oceans involved, an Irish language often shares more similar features to an American one than it does to the English.","也就是说，尽管涉及海洋，但与英语相比，爱尔兰语与美国语言的相似之处往往更多。",""
W,"That is, despite the oceans involved, an Irish household often shares more similar features to an American one than it does to the English.","也就是说，尽管涉及海洋，但与英国家庭相比，爱尔兰家庭与美国家庭的相似之处往往更多。",""
W,"That is, despite the oceans involved, an Irish accent often shares more similar features to an American one than it does to the Irish.","也就是说，尽管涉及海洋，但与爱尔兰口音相比，爱尔兰口音与美国口音的相似之处往往更多。",""
W,"That is, despite the oceans involved, an Irish accent often shares more similar features to an American one than it does to the American.","也就是说，尽管涉及海洋，但与美国口音相比，爱尔兰口音与美国口音的相似之处往往更多。",""
L; W,"And on a nice summer day, expect them to be bracing, as they come in from the Atlantic and remain ice-cold year-round as a result.","在一个晴朗的夏日，当他们从大西洋来到这里并因此全年保持冰冷时，期待他们做好准备。","在一个晴朗的夏日，当他们从大西洋来到这里「并因此全年保持冰冷时」，期待他们「做好准备」。"
W,"In recent years, an increasing number of food writers and scientists have been modernizing Chinese cooking while looking back into its origins, especially wok hei.","近年来，越来越多的美食作家和科学家在追溯中国烹饪的起源，尤其是炒锅的起源时，一直在推动中国烹饪现代化。","近年来，越来越多的美食作家和科学家在追溯中国烹饪的起源，尤其是「炒锅【镬气】」的起源时，一直在推动中国烹饪现代化。"
W,"In recent years, an increasing number of food writers and scientists have been modernizing Korean cooking while looking back into its origins, especially wok hei.","近年来，越来越多的美食作家和科学家在追溯其起源的同时推动韩国烹饪现代化，尤其是炒锅。","近年来，越来越多的美食作家和科学家在追溯其起源的同时推动韩国烹饪现代化，尤其是「炒锅」。"
W,"In recent years, an increasing number of food writers and scientists have been modernizing Cantonese cooking while looking back into its origins, especially wok hei.","近年来，越来越多的美食作家和科学家在追溯粤菜起源的同时，对粤菜烹饪进行现代化改造，尤其是炒锅。",""
W,"In recent years, an increasing number of food writers and scientists have been modernizing Asian cooking while looking back into its origins, especially wok hei.","近年来，越来越多的美食作家和科学家在追溯亚洲烹饪的起源，尤其是炒锅的起源时，一直在推动亚洲烹饪的现代化。",""
W,"In recent years, an increasing number of food writers and scientists have been modernizing Japanese cooking while looking back into its origins, especially wok hei.","近年来，越来越多的美食作家和科学家在追溯日本烹饪的起源，尤其是炒锅的起源的同时，也在推动日本烹饪的现代化。",""
W,"In recent years, an increasing number of food writers and scientists have been modernizing traditional cooking while looking back into its origins, especially wok hei.","近年来，越来越多的美食作家和科学家在追溯传统烹饪的起源，尤其是炒锅的起源的同时，对传统烹饪进行了现代化改造。",""
W,"In recent years, an increasing number of food writers and scientists have been modernizing Chinese cuisine while looking back into its origins, especially wok hei.","近年来，越来越多的美食作家和科学家在追溯中国美食的起源，尤其是炒锅的起源的同时，也一直致力于使中国美食现代化。",""
W,"In recent years, an increasing number of food writers and scientists have been modernizing Chinese food while looking back into its origins, especially wok hei.","近年来，越来越多的美食作家和科学家在追溯中国食物的起源，尤其是炒锅的起源的同时，也一直在推动中国食物的现代化。",""
W,"In recent years, an increasing number of food writers and scientists have been modernizing Chinese cooking while looking deeply into its origins, especially wok hei.","近年来，越来越多的美食作家和科学家在深入研究中国烹饪的起源，尤其是炒锅的起源的同时，也在推动中国烹饪的现代化。",""
W,"In recent years, an increasing number of food writers and scientists have been modernizing Chinese cooking while looking deep into its origins, especially wok hei.","近年来，越来越多的美食作家和科学家在深入研究其起源的同时致力于使中国烹饪现代化，尤其是炒锅。","近年来，越来越多的美食作家和科学家在深入研究其起源的同时致力于使中国烹饪现代化，尤其是「炒锅」。"
W,"In recent years, an increasing number of food writers and scientists have been modernizing Chinese cooking while looking back into its roots, especially wok hei.","近年来，越来越多的美食作家和科学家在追溯中国烹饪的根源，尤其是炒锅黑的同时，也在推动中国烹饪的现代化。",""
W,"In recent years, an increasing number of food writers and scientists have been modernizing Chinese cooking while looking back into its traditions, especially wok hei.","近年来，越来越多的美食作家和科学家在回顾中国传统的同时，对中国烹饪进行现代化改造，尤其是炒锅。",""
