Error category,Source sentence,Target sentence,Reference
N,"Facebook and Twitter's chief developers have been challenged over their handling of the US election in their latest appearance before the us Senate.","Facebook和Twitter的首席开发人员在美国参议院的最新露面中因处理美国大选而受到挑战。",""
N,"Facebook and Twitter's chief founders have been challenged over their handling of the US election in their latest appearance before the us Senate.","Facebook和Twitter的首席创始人在美国参议院的最新露面中因处理美国大选而受到挑战。",""
N; W,"Facebook and Twitter's chief executives have been challenged over their coverage of the US election in their latest appearance before the us Senate.","Facebook和Twitter的首席执行官们因最近一次在美国参议院露面时对美国大选的报道而受到挑战。","「Facebook」和「Twitter」的首席执行官们因最近一次在美国参议院露面时对美国大选的报道而受到挑战。"
N; W,"Facebook and Twitter's chief executives have been challenged over their reporting of the US election in their latest appearance before the us Senate.","Facebook和Twitter的首席执行官因最近一次在美国参议院露面时报道美国大选而受到挑战。",""
L,"Facebook and Twitter's chief executives have been challenged over their handling of the US government in their latest appearance before the us Senate.","脸书和推特的首席执行官们在最近一次在美国参议院露面时，都受到了对美国政府的处理的挑战。","脸书和推特的首席执行官们在最近一次在美国参议院露面时，「都受到了对美国政府的处理的挑战」。"
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US economy in their latest appearance before the us Senate.","Facebook和Twitter的首席执行官在最近一次出现在美国参议院时，就对美国经济的处理方式受到了挑战。","「Facebook」和「Twitter」的首席执行官在最近一次出现在美国参议院时，就对美国经济的处理方式受到了挑战。"
L; N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest case before the us Senate.","Facebook和Twitter的首席执行官们在美国参议院审理的最新案件中对美国大选的处理受到了挑战。",""
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest testimony before the us Senate.","Facebook和Twitter的首席执行官在美国参议院的最新证词中因处理美国大选而受到挑战。",""
L; N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest campaign before the us Senate.","Facebook和Twitter的首席执行官在美国参议院的最新竞选活动中对美国大选的处理方式受到了挑战。",""
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest trial before the us Senate.","Facebook和Twitter的首席执行官在美国参议院的最新审判中因处理美国大选而受到挑战。",""
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest lawsuit before the us Senate.","Facebook和Twitter的首席执行官在美国参议院的最新诉讼中因处理美国大选而受到挑战。",""
L; N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest filing before the us Senate.","Facebook和Twitter的首席执行官在向美国参议院提交的最新文件中对美国大选的处理方式受到挑战。",""
N,"According to this year's US-China business council member survey, nearly 83 percent of the surveyed companies counted China as either the bottom or among the top five priorities of their global strategy.","根据今年的美中商务理事会成员调查，近83%的受访企业将中国列为其全球战略的底部或前五大优先事项之一。","根据今年的「美中商务理事会【美中贸易全国委员会】」成员调查，近83%的受访企业将中国列为其全球战略的底部或前五大优先事项之一。"
N; U,"According to this year's US-China business council member survey, nearly 83 percent of the surveyed companies counted China as either the bottom or among the top five areas of their global strategy.","根据今年的美中商务理事会成员调查，近83%的受访企业将中国列为其全球战略的底部或前五名。","根据今年的美中「商务理事会」成员调查，近83%的受访企业将中国列为其全球战略的底部或「前五名【优先事项】」。"
N,"Priscilla Chan always knew her life's work would be helping children, but she did not anticipate having billions of dollars at her disposal to try and change the fate of an entire family.","Priscilla Chan一直知道她一生的工作将是帮助孩子，但她没有预料到自己可以支配数十亿美元来试图改变整个家庭的命运。","「Priscilla Chan」一直知道她一生的工作将是帮助孩子，但她没有预料到自己可以支配数十亿美元来试图改变整个家庭的命运。"
N,"Priscilla Chan always knew her mother's work would be helping children, but she did not anticipate having billions of dollars at her disposal to try and change the fate of an entire family.","Priscilla Chan一直知道她母亲的工作是帮助孩子，但她没有预料到她有数十亿美元可供她支配，试图改变整个家庭的命运。",""
N,"Priscilla Chan always knew her husband's work would be helping children, but she did not anticipate having billions of dollars at her disposal to try and change the fate of an entire family.","Priscilla Chan一直知道她丈夫的工作会帮助孩子，但她没有预料到她可以支配数十亿美元来试图改变整个家庭的命运。",""
N,"Priscilla Chan always knew her life's work would be helping children, but she did not anticipate having billions of dollars at her disposal to try and change the fate of an innocent family.","Priscilla Chan一直知道她一生的工作将是帮助孩子，但她没有预料到她可以支配数十亿美元来试图改变一个无辜家庭的命运。",""
N,"Priscilla Chan always knew her life's work would be helping children, but she did not anticipate having billions of dollars at her disposal to try and change the fate of an American family.","Priscilla Chan一直知道她一生的工作将是帮助孩子，但她没有预料到自己可以支配数十亿美元来试图改变一个美国家庭的命运。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","该官员发表上述言论之前，商务部发布了一项关于不可靠实体名单的规定 - 一份损害中国公司合法利益的外国当事人黑名单，该法规于周六生效。","该官员发表上述言论之前，商务部发布了一项关于不可靠实体名单【—— 一份损害中国公司合法利益的外国当事人黑名单】的规定 「- 一份损害中国公司合法利益的外国当事人黑名单」，该法规于周六生效。"
L,"The reporter's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","记者发表上述评论之前，商务部发布了一项关于不可靠实体名单的规定 - 损害中国公司合法利益的外国黑名单，该名单于周六生效。","记者发表上述评论之前，商务部发布了一项关于不可靠实体名单【…】的规定「 - 损害中国公司合法利益的外国黑名单」，该「名单」于周六生效。"
L,"The minister's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位部长的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周六生效。","这位部长的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该「名单」于周六生效。"
L,"The official's comments came after the ministry of labor issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在劳工部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of industry issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在工业部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of economy issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在经济部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of defense issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在国防部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of business issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of trade issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在贸易部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of state issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在国务院发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable parties list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠方名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of illegal parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的非法方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of outside parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员发表上述评论之前，商务部发布了一项关于不可靠实体名单的规定 - 这是一份损害中国公司合法利益的外部方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of interested parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的利益相关方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign corporations that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国公司黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign firms that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国公司黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign businesses that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国企业黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the commercial interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司商业利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the national interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司国家利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the strategic interests of Chinese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司战略利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate operations of Chinese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法运营的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Japanese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害日本公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Taiwanese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害台湾公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Korean companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害韩国公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of local companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害当地公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of domestic companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害国内公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Vietnamese companies, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害越南公司合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese businesses, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国企业合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese enterprises, which became effective on Saturday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国企业合法利益的外国方黑名单，该名单于周六生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Friday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周五生效。",""
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Sunday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周日生效。",""
L; W,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on September.","这位官员发表上述评论之前，商务部发布了一项关于不可靠实体名单的规定，该条例是一份损害中国公司合法利益的外国方黑名单，该条例于9月生效。","这位官员发表上述评论之前，商务部发布了一项关于不可靠实体名单的规定，该「条例【名单】」是一份损害中国公司合法利益的外国方黑名单，该「条例」于9月生效。"
L,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Thursday.","这位官员的评论是在商务部发布一项关于不可靠实体名单的规定之后发表的 - 这是一份损害中国公司合法利益的外国方黑名单，该名单于周四生效。",""
U,"The firm Capital Economics said food price inflation could continue to rise in November as supermarket demand continues to rise during the Covid-19 lockdown.","资本经济公司表示，由于Covid-19封锁期间超市需求继续上升，11月份食品价格通胀可能会继续上升。","「资本经济公司」表示，由于「Covid-19」封锁期间超市需求继续上升，11月份食品价格通胀可能会继续上升。"
U,"The firm Capital Market said food price inflation could continue to rise in November as supermarket demand continues to rise during the Covid-19 lockdown.","该公司资本市场表示，由于超市需求在Covid-19封锁期间继续上升，11月食品价格通胀可能会继续上升。",""
U,"The firm Capital Economics said food price inflation could continue to rise in China as supermarket demand continues to rise during the Covid-19 lockdown.","凯投宏观公司表示，随着超市需求在Covid-19封锁期间继续上升，中国的食品价格通胀可能会继续上升。",""
U,"The firm Capital Economics said food price inflation could continue to rise in November as supermarket stock continues to rise during the Covid-19 lockdown.","凯投宏观公司表示，随着超市库存在 Covid-19 封锁期间继续上涨，11 月食品价格通胀可能会继续上升。",""
U,"The firm Capital Economics said food price inflation could continue to rise in November as supermarket production continues to rise during the Covid-19 lockdown.","凯投宏观公司表示，随着超市产量在Covid-19封锁期间继续上升，11月食品价格通胀可能会继续上升。",""
U,"The firm Capital Economics said food price inflation could continue to rise in November as supermarket inventory continues to rise during the Covid-19 lockdown.","凯投宏观公司表示，随着超市库存在Covid-19封锁期间继续上升，11月食品价格通胀可能会继续上升。",""
U,"The firm Capital Economics said food price inflation could continue to rise in November as supermarket consumption continues to rise during the Covid-19 lockdown.","凯投宏观公司表示，随着超市消费在Covid-19封锁期间继续上升，11月食品价格通胀可能会继续上升。",""
U,"The firm Capital Economics said food price inflation could continue to rise in November as supermarket capacity continues to rise during the Covid-19 lockdown.","凯投宏观公司表示，随着超市容量在Covid-19封锁期间继续上升，11月食品价格通胀可能会继续上升。",""
U,"The firm Capital Economics said food price inflation could continue to rise in November as supermarket competition continues to rise during the Covid-19 lockdown.","凯投宏观公司表示，随着超市竞争在Covid-19封锁期间继续上升，11月食品价格通胀可能会继续上升。",""
U,"Travel restrictions have been relaxed for people arriving in England to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达英格兰在当地农场工作的人来说，旅行限制已经放宽，以确保圣诞晚餐有火鸡。","对于抵达英格兰在当地农场工作的人来说，旅行限制已经放宽，以确保圣诞晚餐有火鸡【可用】。"
U,"Travel regulations have been relaxed for people arriving in England to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达英格兰在当地农场工作的人来说，旅行规定已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel times have been relaxed for people arriving in England to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达英格兰在当地农场工作的人来说，旅行时间已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for workers arriving in England to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达英格兰在当地农场工作的工人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for immigrants arriving in England to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达英格兰在当地农场工作的移民来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。","对于抵达英格兰在当地农场工作的移民来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡【可用】。"
U,"Travel rules have been relaxed for children arriving in England to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达英格兰在当地农场工作的儿童，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for women arriving in England to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达英格兰在当地农场工作的女性，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for visitors arriving in England to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达英格兰在当地农场工作的游客来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for residents arriving in England to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达英格兰在当地农场工作的居民来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for people arriving in Canada to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达加拿大在当地农场工作的人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for people arriving in Scotland to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达苏格兰在当地农场工作的人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for people arriving in Georgia to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达佐治亚州在当地农场工作的人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for people arriving in December to work on local farms to ensure there is a turkey available for Christmas dinners.","对于12月抵达当地农场工作的人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for people arriving in Ontario to work on local farms to ensure there is a turkey available for Christmas dinners.","对于抵达安大略省在当地农场工作的人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for people arriving in October to work on local farms to ensure there is a turkey available for Christmas dinners.","对于10月抵达当地农场工作的人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for people arriving in England to work on nearby farms to ensure there is a turkey available for Christmas dinners.","对于抵达英格兰在附近农场工作的人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。","对于抵达英格兰在附近农场工作的人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡【可用】。"
U,"Travel rules have been relaxed for people arriving in England to work on UK farms to ensure there is a turkey available for Christmas dinners.","对于抵达英国在英国农场工作的人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for people arriving in England to work on local restaurants to ensure there is a turkey available for Christmas dinners.","对于抵达英格兰在当地餐馆工作的人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。",""
U,"Travel rules have been relaxed for people arriving in England to work on local farms to ensure there is a turkey suitable for Christmas dinners.","对于抵达英格兰在当地农场工作的人来说，旅行规则已经放宽，以确保有适合圣诞晚餐的火鸡。",""
U,"Travel rules have been relaxed for people arriving in England to work on local farms to ensure there is a turkey available for Sunday dinners.","对于抵达英格兰在当地农场工作的人来说，旅行规则已经放宽，以确保周日晚餐时有火鸡。",""
N; W,"Women working at a Ralph Lauren plant said they had been forced to stay overnight to complete work, often requiring them to sleep on the factory floor.","在Ralph Lauren工厂工作的女性表示，她们被迫过夜才能完成工作，经常要求她们睡在工厂车间。","在「Ralph Lauren」工厂工作的女性表示，她们被迫过夜才能完成工作，经常要求她们睡在工厂「车间」。"
L; W,"Mortgage and holidays are being extended for homeowners not affected by the pandemic.","抵押贷款和假期正在延长未受大流行影响的房主。","「抵押贷款和假期正在延长未受大流行影响的房主【未受疫情影响的房主的抵押贷款和假期正在延长】」。"
W,"Mortgage and loans are being extended for homeowners not affected by the pandemic.","正在为不受大流行影响的房主提供抵押贷款和贷款。","正在为不受「大流行【病】」影响的房主提供抵押贷款和贷款。"
W,"Mortgage and subsidies are being extended for homeowners not affected by the pandemic.","正在为未受大流行影响的房主提供抵押贷款和补贴。",""
W,"Mortgage and benefits are being extended for homeowners not affected by the pandemic.","正在为未受大流行影响的房主提供抵押贷款和福利。",""
O,"Over the summer, the account picked up followers of what appeared to be older men.","整个夏天，这个账户吸引了一些似乎是年长男性的追随者。","整个夏天，这个账户吸引了「一些」似乎是年长男性的追随者。"
O,"Over the period, the church picked up followers of what appeared to be older men.","在此期间，教会挑选了一些似乎是老年人的追随者。",""
O,"Consumers have been more cautious than expected, they said, while low capital investment will dampen growth.","他们表示，消费者比预期的更为谨慎，而低资本投资将抑制经济增长。","他们表示，消费者比预期的更为谨慎，而低资本投资将抑制「经济」增长。"
W,"They also want eligibility criteria reviewed to identify those who have been left out of support so far.","他们还希望审查资格标准，以确定那些迄今为止被排除在支持之外的人。","他们还希望审查资格标准，以确定那些迄今为止「被排除在支持之外【未获得支持】」的人。"
U; W,"They also want support criteria reviewed to identify those who have been left out of support so far.","他们还希望审查支持标准，以确定迄今为止被排除在外的人。","他们还希望审查支持标准，以确定迄今为止「被排除在外」的人。"
W,"They also want eligibility criteria reviewed to identify those who have been left out of admission so far.","他们还希望审查资格标准，以确定迄今为止被排除在录取之外的人。","他们还希望审查资格标准，以确定迄今为止「被排除在录取之外」的人。"
W,"They also want eligibility criteria reviewed to identify those who have been left out of induction so far.","他们还希望审查资格标准，以确定迄今为止被排除在入职之外的人。","他们还希望审查资格标准，以确定迄今为止「被排除在入职之外」的人。"
W,"Around the world, once-crowded sights lay empty, with hotels empty and not a restaurant in sight.","在世界各地，曾经拥挤的景点空无一人，酒店空无一人，看不到一家餐馆。","在世界各地，曾经拥挤的景点「空无一人」，酒店空无一人，看不到一家餐馆。"
W,"Around the world, once-crowded sights lay vacant, with hotels empty and not a restaurant in sight.","在世界各地，曾经拥挤的景点空无一人，酒店空无一人，看不到一家餐馆。","在世界各地，曾经拥挤的景点「空无一人」，酒店空无一人，看不到一家餐馆。"
W,"Around the world, once-crowded sights lay dead, with hotels empty and not a restaurant in sight.","在世界各地，曾经拥挤的景点一片寂静，酒店空无一人，看不到一家餐馆。","在世界各地，曾经拥挤的景点「一片寂静」，酒店空无一人，看不到一家餐馆。"
W,"Around the world, once-crowded sights lay silent, with hotels empty and not a restaurant in sight.","在世界各地，曾经拥挤的景象一片寂静，酒店空无一人，看不到一家餐馆。","在世界各地，曾经拥挤的景象「一片寂静」，酒店空无一人，看不到一家餐馆。"
W,"The move has reraised concerns that poor and deprived communities face being cut off from access to water.","此举再次引发了人们对贫困和贫困社区面临被切断用水权的担忧。","此举再次引发了人们对贫困和贫困社区面临被切断「用水权」的担忧。"
L,"In addition appliances and the book, television and video industries grabbed the second and third positions on the chart.","此外，家电和图书、电视和视频行业在排行榜上分别占据了第二和第三位。","此外，「家电和图书【对于电器和图书(行业)/在电器和图书(行业)中】」、电视和视频行业在排行榜上分别占据了第二和第三位。"
L,"In home appliances and the music, television and video industries grabbed the second and third positions on the chart.","家用电器和音乐、电视和视频行业在图表上占据了第二和第三位。","【…】家用电器和音乐、电视和视频行业在图表上占据了第二和第三位。"
L,"In home appliances and the audio, television and video industries grabbed the second and third positions on the chart.","家用电器以及音频、电视和视频行业在图表上占据了第二和第三位。",""
L,"In home appliances and the book, audio and video industries grabbed the second and third positions on the chart.","在家用电器和图书、音频和视频行业占据了图表的第二和第三位。",""
L,"In home appliances and the book, magazine and video industries grabbed the second and third positions on the chart.","在家用电器和书籍、杂志和视频行业，在排行榜上占据了第二和第三位。","「在家用电器和书籍、杂志和视频行业」，在排行榜上占据了第二和第三位。"
L,"In home appliances and the book, toy and video industries grabbed the second and third positions on the chart.","在家用电器和书籍、玩具和视频行业，分别占据了图表的第二和第三位。",""
L,"In home appliances and the book, radio and video industries grabbed the second and third positions on the chart.","在家用电器和图书、广播和视频行业，分别占据了排行榜的第二和第三位。",""
L,"In home appliances and the book, publishing and video industries grabbed the second and third positions on the chart.","在家用电器和图书、出版和视频行业，分别占据了排行榜的第二和第三位。",""
L,"In home appliances and the book, book and video industries grabbed the second and third positions on the chart.","在家用电器和图书、书籍和视频行业，分别占据了排行榜的第二和第三位。",""
L,"In home appliances and the book, television and radio industries grabbed the second and third positions on the chart.","在家用电器和图书、电视和广播行业，分别占据了排行榜的第二和第三位。",""
L,"In home appliances and the book, television and software industries grabbed the second and third positions on the chart.","在家用电器和图书、电视和软件行业，分别占据了排行榜的第二和第三位。",""
L,"In home appliances and the book, television and publishing industries grabbed the second and third positions on the chart.","在家用电器和图书、电视和出版业中，分别占据了排行榜的第二和第三位。",""
L,"In home appliances and the book, television and video markets grabbed the second and third positions on the chart.","在家用电器和图书、电视和视频市场，分别占据了图表上的第二和第三位。",""
L,"In home appliances and the book, television and video categories grabbed the second and third positions on the chart.","在家用电器和书籍，电视和视频类别中占据了图表的第二和第三位。",""
L,"In home appliances and the book, television and video industries grabbed the second and third positions on the index.","在家用电器和图书、电视和视频行业，该指数分别位居第二和第三位。",""
N; W,"The entrepreneur showed an amiable demeanor as he engaged her who were sampling the models of Tecno brand of mobile phone.","这位企业家表现出和蔼可亲的举止，因为他聘请了她，他们正在品尝Tecno品牌手机的型号。","这位企业家表现出和蔼可亲的举止，「因为他聘请了她，他们正在品尝Tecno品牌手机的型号」。"
N; W,"The entrepreneur showed an amiable face as he engaged her who were sampling the models of Tecno brand of mobile phone.","这位企业家在邀请她时表现出了和蔼可亲的面孔，他们正在品尝Tecno品牌手机的型号。",""
N; W,"The entrepreneur showed an amiable demeanor as he engaged her who were sampling the models of Tecno range of mobile phone.","这位企业家在与正在品尝Tecno系列手机型号的她接触时表现出和蔼可亲的举止。","这位企业家在与正在「品尝Tecno系列手机型号」的她接触时表现出和蔼可亲的举止。"
